woarzoo	waarzo
spruten	besmetten
aanpoten, aanpoken, aansteken	besmetten
besmetten	besmetten, besmetting
aanpoken, aanpoten, aansteken, opschunen, opsteukeln, opstupen, opvörken, stiggeln	besmetten, opstoken
begleren, fleren, gleren	besmeuren
gleren	besmeuren
besmieten	besmijten
besmikken, smik	besmikkelen
besmoezeld	besmoezeld
besnieden	besnijden
besniedenis	besnijdenis
besnuien	besnoeien
besnuten	besnuiten
besnoeven	besnuiven
besnoeven	besnuiven
besodemietern	besodemieteren
beschoonen	besparen, bezuinigen
spotterig	bespat
bespottern, spottern	bespatten
bespattern, bespittern, bespottern, besputtern	bespatten
bespottern, bespattern, besputtern	bespatteren
bespellen, spel, spelle	bespelden
belakschaauwen, lakschaauwen	bespieden
lakschaauwen, belakschaauwen	bespieden
bespieren	bespieren
bepoten	bespoten
bespoddelk	bespottelijk
beguetjen	bespotten
bespotten	bespotten
besproakt	bespraakt
bespreken	bespreken
bespreken	bespreken
beprâten	bespreken, overleggen, overreden, bedillen, kwaadspreken
bespringen	bespringen
bespruien	besproeien
bespijen	bespuwen
beien	bessen
pankoukien (Stad)	bessenvlinder
best, al	best
best, al, te, van	best
bestgoud, goud	best goed
bessoo, goedzoo	best zo
bestoan	bestaan
bestoan, mensdom	bestaan
bestoan, ja	bestaan
bestand van weer, stand van weer	bestand
bestatten	bestatten
besteden	besteden
besteden	besteden
anleggen	besteden, aanwenden
bestaigern	besteigeren
bestek, sneu	bestek
bestek	bestek
bestek, Hoorn, Knoalster	bestek
krapmoatjeswaark	bestek, zuinig -
beste koamer	bestekamer
bestelde	besteld
begappen	bestelen
bestelen	bestelen
reupen	bestelen
bestelgoud	bestelgoed
bestellen	bestellen
bestellen, groutenis	bestellen
loaten	bestellen
bestellen	bestellen
komdaaiern, kommersietsen	bestellen, commanderen
bestemmen	bestemmen, bestemming
bestendeg	bestendig
besturven	besterven
besteg	bestig
besteg	bestig
bestiggoud, goud	bestig goed
bestöt	bestoot
bestoppen, belappen	bestoppen
besturven	bestorven
bestöt	bestoten
bestroaten	bestraten
knovveln, knovvelachteg, knovvelg	bestrieken
bestrieken, bezetten	bestrijken
bestrieken	bestrijken
bestrieken, bestoppen, bezetten	bestrijken
bestrikken	bestrikken
bestreuden	bestrooien
bestudaaiern	bestuderen
besturen	besturen
bestuurd	bestuurd
betoegd	betakt
betoalen	betalen
betoalen, liek moaken, uutbulen	betalen
liek moaken, betoalen, uutbulen	betalen
uutbulen, betoalen, liek moaken	betalen
scheren	betalen, teveel laten -, scheren
entrichten	betalen, vergoeden
betoamelk	betamelijk
betasten	betasten
biet, beet, gain biet	bete
beteerguster, betovermörgen	beteergisteren
betaiken, beduden	betekenen
beduden, betaiken, oetduden, oetstokken, verduutsen	betekenen, uitleggen
betelen	betelen
beter	beter
beder, beter, kloar	beter
beter, beder, kloar	beter
kloar, beder, beter	beter
beter wijten	beter weten
betern	beteren
betern	beteren
aanwinnen, betern, optakken	beteren
aanbetern	beteren, langzaam -
optakken, aanwinnen, betern	beteren, toenemen (in aantal)
beterschop	beterschap
beteugeln	beteugelen
beteuten, teuten	beteuten
befoesd, befoezeld	beteuterd
befoesd, befoezeld	beteuterd
betein, betijn	betijen
betijn loaten, betein	betijen
betien, beteien, betijen	betijgen
betoegd, betoefd	betjoecht
betoefd, betoegd, lot	betoefd
betoestern, beruden, toeze	betoesteren
beheksen	betoveren
bekeukeln	betoveren
overovergrootvoader	betovergrootvader
betovermörgen	betovermorgen
troanderg	betraand
betrachten	betrachten
betrachten	betrachten
betrappen	betrappen
trappaaiern, trepaaiern	betrappen
trepaaiern, trappaaiern	betrappen
trapperen	betrappen
overlope, overlópen	betrappen, op heterdaad -
aanbelangen	betreffen
aanbelangen	betreffen
doarvan, van dat	betreft, wat dat -
van dat, doarvan	betreft, wat dat -
betrekken, begoan	betrekken
betrekken	betrekken
aine<i> </i>betrekken	betrekken
betrekken, betrekkens	betrekking
betrekking	betrekking
ploatse, ploats, boerenploats, boerenploatse, boerenspul, plak, plek, plekke, spul, stee	betrekking, boerderij, plaats
stee, boerenploats, boerenploatse, boerenspul, plak, plek, plekke, ploats, ploatse, spul	betrekking, boerderij, plaats
betreuren	betreuren
betraauwboar	betrouwbaar
betraauwen	betrouwen
betjoend, tjoender	betsjoend
betuun, bietuun, bituun	betuin
betuun	betuin
betunteld	betunteld
betunteln, betoestern	betuntelen
oversnoever	betweter
betwieveln	betwijfelen
beudeltje	beudel
beugel	beugel
beugel	beugel
beugel	beugel
beugeln, beugel	beugelen
beugelseeze, beugelsees, beugelchais	beugelsjees
buikenboom	beuk
buiken	beuken
beuk (Ww. en W.W.K.), buikenboom	beukenboom
beuker, beutel	beuker
beul	beul
beun, beune, mous	beun
beun	beun
beune	beun
bunens	beun
beungat	beungat
beunhoas, balkhoas	beunhaas
beunhoas	beunhaas
beunnoagels, tingnoagels	beunnagel
beunweg	beunweg
beuren	beuren
inbeuren	beuren
beurs	beurs
boekzaik	beurs
beurstrain, marttrain	beurstrein
beurt	beurt
beurt, toer	beurt
toer, beurt, reut, zet	beurt, poos
beurtschipperske	beurtschipperse
beutel	beutel
zoezer, ....erd	beuzelaar
snorrepiepen, snorrepieperij, tiepelwaark	beuzelarij
tiepelwaark, snorrepiepen, snorrepieperij, tepelwerck, tiepeln	beuzelarij
bozzeln	beuzelen
fietjen, fietern	beuzelen
fietern, fieken, fietjen, veugeln, vogeln	beuzelen, gaan, snel -, neuken
bevallen, gevil	bevallen
mondjen	bevallen, goed -, smaken, goed -
bevoaren	bevaren
bevaailegen	beveiligen
bevelen	bevelen
bevertien, tierentain	bevertien
bevertien, bokkeboai	bevertien
bevertienen, bevertien	bevertienen
kestoor	bevervilt
beharden	bevestigen, bewijzen
bevienen	bevinden
touholden	bevinden, z.
bevisken	bevissen
bevlekken	bevlekken
beflouern, bevlouern	bevloeren
bevlouern, beflouern	bevloeren
bevouden	bevoeden
bevuilen	bevoelen
bevuilen	bevoelen
bevouern, bevouden	bevoeren
beveurdailen	bevoordelen
beveuroordaild	bevooroordeeld
beveurrechten	bevoorrechten
bevörderen	bevorderen
bevorderliek	bevorderlijk
bieveuren, beveuren	bevorens
bevrachten	bevrachten
bevrediging, vreding	bevrediging
bunsig	bevreesd
bevreten	bevreten
bevrund, besibt, sibbe	bevriend
bevrund	bevriend
groot	bevriend
groot	bevriend, goed -
bevraizen	bevriezen
vraizen, vriezen	bevriezen, vriezen
bevrijden, bevrijen	bevrijden
bevreien	bevrijen
verroren, vervroren, vroren	bevroren
vervroren, verroren, vroren	bevroren
vroren, verroren, vervroren	bevroren
bebrut	bevrucht (ei)
brutsk, bebrut	bevrucht (ei)
beslìntern, z.	bevuilen, z.
bewoarshoes, kroes	bewaarhuis
uder, ude, uter	bewaarplaats (geheime)
uter, ude, uder	bewaarplaats (geheime)
wieme, wiem	bewaarplaats (v. spek, worsten, hammen enz.)
bunne, bun	bewaarplaats voor vis
uudje	bewaarplaatsje
bewoarschoul	bewaarschool
bewoaken	bewaken
opbewâren	bewaren
verwaren	bewaren
bewoar!, bewoare	bewaren
opbewoaren	bewaren
opbewoaren	bewaren
hegen	bewaren, beschermen
bewarmd	bewarmd
tilbâr	beweegbaar, los (goed)
wif, bunzelachteg, bunzelg, flonk, hinneweer, tiepelzinneg, tiereg, wips	bewegelijk, levenslustig, schichtig, wispelturig
wips, wif	bewegelijk, speels
wippern, wemeln	bewegen
reugen (, z.)	bewegen (, z.)
golpen, gobbeln, gobben, govveln	bewegen (v. vloeistof)
gobbeln, gobben, goddern, goezen, golpen, govveln	bewegen (v. vloeistof), gutsen
gobben, gaiten, gobbeln, golpen, govveln	bewegen (v. vloeistof), regenen, hard -, zitten, ruim -
govveln, bamzen, batsen, entern, fleren, flikken, gobbeln, gobben, golpen, haauwen, haauwgen, helpen, hemmeln, laaitern, laarpen, lappen, mevaaiern, prugeln, sloagen, tiggeln	bewegen (v. vloeistof), slaan
bewegen	bewegen, beweging
wummeln, aargewaaiern, aggewaaiern, wimmeln, windjen	bewegen, druk -
wummelen	bewegen, druk -
aargewaaiern, aggewaaiern, baljoaren, bijs moaken, bokseln, borstjen, bozzeln, haalzen, knoeien, knooien, kromstoan, kruusken, pietsjakken, pokkeln, pukkeln, rieten, swougen, törren, vrutten, wimmeln, windjen, wummeln	bewegen, druk -, drukte maken, zwoegen
aggewaaiern, aangoan, aargewaaiern, kettermenten, wimmeln, windjen, wummeln	bewegen, druk -, tekeer gaan
wimmeln, aargewaaiern, aggewaaiern, wemeln, windjen, wummeln	bewegen, druk -, wemelen
bakkeln	bewegen, heen en weer -
weefken, weven, wielewoalen	bewegen, steeds -
wielewoalen, boazen, weefken, weven	bewegen, steeds -, ijlen
weven, weefken, wielewoalen	bewegen, steeds -, weven
wemeln, wimmeln, wippern	bewegen, wemelen
snittern, sistern, snieden	bewegen, z. vlug -, sissen
snieden, fieken, lubben, luppen, snienen, snittern	bewegen, z. vlug -, snijden
bewegen	beweging
verwiek	beweging (in vastgezet iets)
snitter, ben, bende, birzie, boes, boeze, bom, boudel, boulen, bourel, dagwaark, doddel, doest, dont, dreudeltje, drift, drobbeltje, droestje, droppeltje, drubbeltje, gaang, glop, gobse, gulp, hommeltje, hörntje, houstje, hude, huder, kap, kappe, kelonie, ketaaier, klip, klippe, klob, klobbe, kloet, klompke, klont, kluit, knoest, knoestje, knor, knorre, komplöt, kop, kwaab, kwabs, kwabse, kwak, kwittje, lare, moal, nöst, nust, peuter, plok, pongel, praan, prak, prakke, praksel, prane, prodde, pudde, pudel, pudeltje, put, rieg, riege, rommel, slombe, slomp, snidder, stok, stommel, stommeltje, stootje, stötje, todde, tongel, troest, troestje, tuustje, vlocht, vlucht, vouer	beweging, vlugge -, hoeveelheid
snidder, snitter, sputter	beweging, vlugge -, regenbuitje
vlaigen, bokseln, boksemen, bozzeln, bulen, bunzeln, veldjen, vliegen, vörken	bewegingen maken, snelle -, lopen, hard -, slenteren (langs de straat), vliegen
schamzaaiern, benuzzeln, doameln, draauwen, dreudeln, druntjen, jutjen, keudeln, kudeln, nufken, nuvveln, nuzzeln, paaien, piezeln, pulen, schanzaaiern, tjaalmen, truzeln, vernuzzeln, zammeln, zeuren	bewegingen maken, treuzelen
schanzaaiern, benuzzeln, doameln, draauwen, dreudeln, druntjen, jutjen, keudeln, kudeln, nufken, nuvveln, nuzzeln, paaien, piezeln, pulen, schamzaaiern, tjaalmen, truzeln, vernuzzeln, zammeln, zeuren	bewegingen maken, treuzelen
schaarmen	bewegingen maken, veel -, schermen
bewaiden, beweiden	beweiden
beweeren	beweren
beweren, verweren	beweren
noazeggen	beweren van, nazeggen
bewaarkelk	bewerkelijk
bewaarkelk, waarkelk, waarkzoam	bewerkelijk
waarkelk, bewaarkelk, waarkzoam	bewerkelijk
waarkzoam, bewaarkelk, waarkelk, weureg	bewerkelijk, werkzaam
bewiegelen	bewiegmen
bewierd, beklaien, wiergrond	bewieren
beschiet	bewijs
bewijsing	bewijs
bewies, bewieske	bewijs
bewijslik	bewijsbaar
bewiefken	bewijven
nabrengen	bewijzen
wâr mâken, iemand iets -	bewijzen
lapzaalven	bewimpelen (fig.), kwakzalven
bewissing	bewissing
bewolkt	bewolkt
bulterg	bewolkt (dreigend -)
bewondern, bemondern	bewonderen, bewondering
sevveloos	bewusteloos
bessem, riezenbessem	bezem
hakbezzem, hakkebezzem (W.K.)	bezem
bessem	bezem
bezzem	bezem
bamboes	bezem
bessem	bezem
bessembinder, bessembiender	bezembinder
bezzembinder	bezembinder
bessemriet	bezemrijs
bessemstoal, bessemstok, rechtveerdeg hoar	bezemsteel
bessemstoal	bezemsteel
bezzemstoal, bezzemstok	bezemsteel
bessemstok, bessem	bezemstok
bezeren	bezeren
besestegd	bezestigd
bezet	bezet
bezeten	bezeten
bezette tied	bezette tijd
bezetten	bezetten
bezetten	bezetten
bezetten	bezetting
bezichtegen	bezichtigen
bezijn, bezuiken	bezien
besijn	bezien
ogenschaauw	bezien
bezeg	bezig
dingzegheden, dinzegheden	bezigheden
dingzegheden	bezigheden
bezied, biezied, beziede, besiebels	bezijden
bezingen, kerk	bezingen
bezinken	bezinken
grom, kiend, kind, prudde, prut	bezinksel, kind
prut, grom, prudde	bezinksel, modder
bezinde	bezinnen
bullen	bezit
maan, maande, mandegoud, mane, manne, mannegoud	bezit, gemeensch. -
mandegoud, maan, maande, mane, manne, mannegoud	bezit, gemeensch. -
mane, maan, maande, mandegoud, manne, mannegoud	bezit, gemeensch. -
mannegoud, manne, maan, maande, mandegoud, mane	bezit, gemeensch. -
manegoud, schanegoud	bezit, gemeenschappelijk -
bezitten, bienens	bezitten
soeterig	bezoedeld, onooglijk
besoetern	bezoedelen
bezuik	bezoek
bezuiken	bezoeken
bezuiken	bezoeken
gastjen, bezuiken, óverkomen, verziedjen, verzieten, veziten	bezoeken
overkomen, óverkomen, bezuiken, gastjen, verziedjen, verzieten, veziten	bezoeken
verziedjen, verzieten, bezuiken, gastjen, óverkomen, veziten	bezoeken
veziten, bezuiken, gastjen, óverkomen, verziedjen, verzieten	bezoeken
visiten	bezoeken
bezuiken, gastjen, óverkomen, pebaaiern, peberen, verziedjen, verzieten, verzuiken, veziten, vigelaaiern	bezoeken, proberen
proater	bezoeker, prater
besol	bezol
besolletje	bezolletje
verzundegen	bezondigen
bezörgd	bezorgd
liefzeerte	bezorgdheid, buikpijn
bezörgen	bezorgen
bezörgen, òflangen	bezorgen
òflangen, bezörgen	bezorgen
omtrekken	bezuinigen
bezwoar, beswoar	bezwaar
beswoar	bezwaar
bezwoar, swoareghaid	bezwaar
swoareghaid, bezwoar, kosten, kösten, kostens, köstens	bezwaar, kosten
bezwoard, beswoard, bezwoar	bezwaard
beswoard	bezwaard
bezwoarden	bezwaarden
beswoarliek, beswoarlek	bezwaarlijk, zwaar
bezwalken, beswalken, swalk	bezwalken
beswoaren	bezwaren
swaiterg	bezweet
bezwet, swet	bezwet
bezwetten, swet	bezwetten
bezwieken	bezwijken
beswiemachteg	bezwijmachtig
beswiemen	bezwijmen
beswiemachteg	bezwijmend, bijna -
biebereg, bambereg	bibberig
bibeltaik, bibelteek	bibliotheek
bededag	biddag
beden	bidden
beden	bidden
beden, daarsk beden	bidden
bidden (W.K.)	bidden
beden, bidden, handen vollen	bidden
bidden, beden, handen vollen	bidden
handen vollen, beden, bidden	bidden
wiekeln	bidden (van vogels)
beder	bidder
beder	bidder
bichten	biechten
bichten	biechten
bijden, baiden	bieden
baiden, bieden	bieden
bieden, baiden	bieden
biestok, biestuk	biefstuk
biefstok	biefstuk
bielmantje	bieleman
biel	biels
bier, bijer, bijr, richten	bier
bijergeld, bijrgeld, biergeld, boerenswijt	biergeld
bijerpsalms, baierpsalms	bierpsalm
bijrpulle, bierpul	bierpul
Bairem	Bierum
Bairm, Baairem	Bierum
Baaierm (in)	Bierum
buizems, buisems, buizen, buisem	bies
birs, birzen	bies
biesgras, moorke	biesgras
bijst	biest
baist	biest
baistemelk, hot	biest
hot, baistemelk, karrel	biest, kaasstof (in melk)
bijstpankouk, bijst	biestepannenkoek
bijstpot	biestpot
bait	biet
birzeln, birzen	biezelen
birzen, birsen	biezen
birzen	biezen
birzen	biezen
beisjen	biezen
biesjoager, biezejoager, birzen	biezenjager
biezejoager	biezenjager
big, bigge	big
big	big
bigge, big	big
biggen	biggen
biggen moaken, an, gang, kalven	biggen maken
im	bij
bei, iem	bij
bie	bij
bie	bij
ieme of iem	bij
bai, bie, bij	bij
bij, bai, bie	bij
ieme, iem	bij
bieof	bij af
bieof	bij af
overdag	bij dag, door de week
bie’nander, bie’n kander, bie’n kanner, bie mekoar	bij elkaar
bie ’n kander	bij elkaar
bie mie	bij mij
benoam	bij naam
benoam	bij name
benoam	bij name
bietou	bij toe
bietou, tou	bij toe
beveuren	bij voren
bie weg, weg	bij weg
bie zetten	bij zetten
bie, bai, bij	bij, volgens
euliebij	bij, wesp
bieboan	bijbaan
biebel	bijbel
biebel	bijbel
Biebel	Bijbel
biebel	bijbel
biebelkundeg	bijbelkundig
biebelletters	bijbelletter
biebellezen	bijbellezing
biebeloufen	bijbeloefening
biebuiten, buiten	bijboeten
biebrengen	bijbrengen
biederhand	bijdehand
kibbeg, astrant, biederhaand, gozzel, kiebeg, kiepeg, kieperg, klouk, toek	bijdehand
kiebeg, astrant, biederhaand, gozzel, kibbeg, kiepeg, kieperg, klouk, toek	bijdehand
klouk, astrant, biederhaand, gozzel, kibbeg, kiebeg, kiepeg, kieperg, toek	bijdehand
toek, astrant, biederhaand, gozzel, kibbeg, kiebeg, kiepeg, kieperg, klouk	bijdehand
astrant, biederhaand, gozzel, kibbeg, kiebeg, kiepeg, kieperg, klouk, strebant, stroabant, toek	bijdehand, brutaal
gozzel, astrant, begèst, begozzeld, betoefd, biederhaand, jouker, kibbeg, kiebeg, kiepeg, kieperg, klouk, loek, loos, toek, tuuk	bijdehand, slim
biederhaand, as de ment, astrant, gozzel, kibbeg, kiebeg, kiepeg, kieperg, klouk, nereg, toek, vlaigend, vlog, vlogge, vlug	bijdehand, vlug
biederhantje, biederhante	bijdehandje
biederhante	bijdehante
biedoun	bijdoen
biedraien	bijdraaien
komperietsie	bijeenkomst
beiboer, beiker	bijenboer
iemker	bijenhouder
beijoar, opzetsel	bijenjaar
beijoar	bijenjaar
beikap, iemkap	bijenkap
beikörf	bijenkorf
iemhuve (Ww.)	bijenkorf
beistal	bijenstal
iemschoele (Ww.)	bijenstal
biegoan	bijgaan
biegoan	bijgaan
beuterij, stookhok, stookhut	bijgebouwtje (bij boerderij)
stookhut, stookhok, beuterij	bijgebouwtje (bij boerderij)
biebrocht goud	bijgebracht goed
bijliek, bailiek, bijgooi	bijgelijk
biegeven	bijgeven
biezet, an	bijgezet
bijgooi, baigooi, bailiek, bijliek, liek, paskemeten, potjespul	bijgooi
biegooien	bijgooien
beiken	bijken
beiker, iemker	bijker
beiker	bijker
bekomen, biekomen	bijkomen
biekomen, bekomen	bijkomen
biele, biel	bijl
aksebiele, akse	bijl, grote -
heksebiele, heksebiel	bijl, soort -
bielangs, bijlangs	bijlangs
bielangs, langs	bijlangs
bijlàngs, bielangs	bijlangs
luchten, lichten	bijlichten, branden (v. stro e.d.)
lichten, luchten, weerluchten	bijlichten, licht worden, weerlichten
bieloopsk	bijloops
bieloopen	bijlopen
bielslag	bijlslag
biemoaken	bijmaken
biemoaken, wegmoaken	bijmaken
benoa, hen	bijna
schier, ....erd	bijna
benoasten, benoasten bie, aan, glad, hoast, host, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna
host, aan, benoasten, benoasten bie, glad, hoast, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna
krap-aan, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna
schroa aan, schroa bie, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, krap-aan, oast, schier, schroal, sikkom, sikkoms	bijna
schroal, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, sikkom, sikkoms	bijna
aan tou	bijna zover
hoast, aan, benoasten, benoasten bie, glad, host, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna, haast (bijna)
oast, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, krap-aan, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna, haast (bijna)
sikkom, sikkoms, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal	bijna, haast (bijna)
glad, aan, benoasten, benoasten bie, hail, haildaal, hailen, hailendaal, haldaal, hielemoal, hielendal, hoast, host, kaar, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms	bijna, helemaal
schier, aan, benoasten, benoasten bie, glad, hoast, host, kaar, kant, kloar, krap-aan, loeter, mooi, nibbel, nippel, oast, ogelk, ordentelk, pundelk, schoon, schroa aan, schroa bie, schroal, sikkom, sikkoms, smui	bijna, louter, netjes
kaar, aan, benoasten, benoasten bie, glad, hoast, host, kant, krap-aan, oast, schier, schroa aan, schroa bie, schroal, sikkom, sikkoms, tuiterg, waggel, wibberg	bijna, wankel
benoasten, binoasten, bienoasten	bijnaasten
bienasten	bijnaasten
biepassen	bijpassen
biepoten	bijpoten
bieschikken	bijschikken
bieschoustern, bieschontjen	bijschoesteren
bieschontjen, schontjen	bijschooien
bieschuur	bijschuur
bieslep	bijslaap
biesloap	bijslaap
aikeg, aikerg	bijsmaak, met -
biesporen	bijsporen
biespringen	bijspringen
biespul	bijspul
biestoan	bijstaan
biestoan	bijstaan
biester	bijster
biester	bijster
biester	bijster
biesterboane, biester	bijsterbaan
biesterboarelk, biester	bijsterbaarlijk
biesterweg, biester	bijsterweg
bit	bijt
eendebit	bijt
eendebit, bit	bijt
bit, eendebit	bijt, gebit (v. paardetoom)
beeten, brug	bijten
beeten	bijten
bieten	bijten
bieten	bijten
hakkebieten	bijten (naar de hakken), vitten
aanbieten	bijten, beginnen te -
gnaauwen	bijten, onverwacht -
