eerdappeldoggen	Aardappeldoggen
jachtwaaide	jachtweide
jek	jack
joagen	jagen
snikjong	jagertje
jaijum	jajem
jakkern	jakkeren
schaande	jammer
Jan-van-veeren	jan-van-ver
janzachies	jan-zachtjes
janboedel	janboel
sjandoedel	jandoedel
sjandoedelkan	jandoedelkan
jan-gat	jangat
janhoagel	janhagel
janhoagel-en-zien-moat	janhagel-en-zijn-maat
janhenneg	janhennig
jan-maisies	janmeisjes
janneg	jannig
jaas	jas
jasseg	jassig
jatten	jat
jaauwstern	jauwsteren
jewol	jawel
ke	je
molvanger	jek
jannever	jenever
tjìngeln	jengelen
joanen	jennen
jenteg	jentig
jonkhaid	jeugd
jeugelk	jeugdelijk
jeuzeln	jeuzelen
jechteg	jichtig
jidde	jid
doe	jij
doeden	jijen
jiesjew	jisjoev
jizker	jiskor
jeudnboard	jodenbaard
jeudenboogke	jodenboogje
jeudnjong	jodenjongen
jeudnkerk	jodenkerk
jeudnliem	jodenlijm
jeudnpoerom	jodenpoerim
jeudnrabbi	jodenrabbi
jeudnspek	jodenspek
jeudnvet	jodenvet
jeudenwicht	jodenwicht
jeudenwief	jodenwijf
jeudnswait	jodenzweet
jeudeg	jodig
jeudske	jodin
joechee	joechei
tjoedeln	joedelen
juien	joelen
joetelef	joetalef
jovel	jofel
jonk	jong
jongkerel	jongeman
jong	jongen
jonkje	jongetje
jonkerel	jongkerel
jonkschoap	jongschaap
jonkwieveg	jongwijvig
jonchie	jonkie
jeuds	joods
jaukes	jouker
dien	jouw
jubeln	jubelen
juchtern	juchteren
Judas	judas
juffern	jufferen
juvverzwaarm	jufferzwerm
net	juist
ielu	jullie
sjeu	jus
jutte	jute
jutjen	jutten
koak	kaak
kaifbonk	kaakbeen
koakhaim	kaakheem
koalbil	kaalbil
koaljoager	kaaljager
koalkòp	kaalkop
koane	kaan
koanesmeer	kaansmeer
koap	kaap
koapstander	kaapstander
keers	kaars
keersongel	kaarsongel
koatspul	kaartspel
kees	kaas
kijzebaksken	kaasbak
keesjes	kaasjes
keesjesbloem	kaasjesbloem
keesköst	kaaskorst
keesrief	kaasrasp
keezerieve	kaasrijf
koatsebal	kaatsbal
koatsebaaltjen	kaatsen
kabbole	kabbala
kabbeln	kabbelen
kabbeljaauw	kabeljauw
kamnet	kabinet
kamnetsloa	kabinetlade
kamnetsleutel	kabinetsleutel
eerdmantje	kabouter
spenèlmboardjes	kabouters
kaggel	kachel
kachelkoamer	kachelkamer
kachelmejoor	kachelmajoor
kedoaver	kadaver
kedetje	kadetje
koadiek	kadijk
kedijtern	kadijteren
kēdoffel	kadoffel
pluus	kaf
kaipoeteulie	kajapoetolie
kejuut	kajuit
koakeln	kakelen
kakketoe	kaketoe
kakkennood	kaknood
kemink	kalamink
klandern	kalanderen
tjoulf	kalf
kaalk	kalk
kaalkwaark	kalkbranden
kaalkdòbbe	kalkkuil
kalkoun	kalkoen
kalkountje	kalkoentje
kaalkoven	kalkoven
kaalkwiek	kalkwijk
kaalm	kalm
karmswortel	kalmoeswortel
klöt	kalot
kaalven	kalven
kalverachteg	kalverachtig
kaalver	kalveren
kalverhoes	kalverhuis
kalverkneid	kalverknied
kalverkond	kalverkont
kalverkoteg	kalverkotig
kalvermoat	kalvermaat
kalverzijkte	kalverziekte
koamer	kamer
koamerarrest	kamerarrest
koamerbessem	kamerbezem
koamerderei	kamerderij
koamerdeur	kamerdeur
koamermaid	kamermeid
koamerstuk	kamerstuk
kamzool	kamizool
kammeln	kammelen
kemmen	kammen
kaamp	kamp
kainke	kan
kannepee	kanape
knarrie	kanarie
knarriekoorse	kanariekoorts
kandidoat	kandidaat
klontjegroes	kandijgruis
knail	kaneel
piepkenail	kaneelstok
koanebroaden	kanenbraden
kaies	kanis
kaant	kant
kanteln	kantelen
kantkouk	kantkoek
kantoorskop	kantoorkop
kanshoaken	kantshaak
kappeloan	kapelaan
kaptoal	kapitaal
kaptaain	kapitein
kepittelstoktje	kapittelstok
kap	kapje
kapleerzen	kaplaars
koapmeske	kapmesje
kepoun	kapoen
kepounen	kapoenen
kepoeres	kapoeres
kepoetsmuts	kapoetsmuts
kepòk	kapok
kepot	kapot
kepotkomen	kapotkomen
kappannen	kappan
kappershoan	kappershaan
kips	kaps
kapsaaizen	kapseizen
karrebien	karabijn
kraft	karaf
kerakter	karakter
karmenoade	karbonade
kedoes	kardoes
kedonzel	kardonsel
kar	karig
kaarn	karn
zoepen	karnemelk
zoepenbrij	karnemelksepap
zoepentien	karnemelksvat
karren	karnen
karnderei	karnerij
kaarnderij	karngereedschap
kaarnhuus	karnhuis
karnklijd	karnkleed
karnpeerd	karnpaard
karnschroa	karnschraag
kaarnschroate	karnschroot
karnwark	karnwerk
keronje	karonje
krös	karos
kaarper	karper
korrad	karrad
karreln	karrelen
koaren	karren
kervoan	karrevoan
keton	karton
kerwats	karwats
kerwaai	karwei
kerwaai	karwij
kastanjes	kastanje
kestail	kasteel
kastelaain	kastelein
kastelainske	kasteleinse
kistmoaker	kastenmaker
kadde	kat
kattepul	katapult
katai	kateil
ketijkertien	kateker
koater	kater
ketolies	katholisch
katjedans	katjesdans
katjejacht	katjesjacht
katjeliem	katjeslijm
katjevis	katjesvis
ketoen	katoen
ketrol	katrol
katsew	katsef
kathoar	kattehaar
kaddekwoad	kattekwaad
kattebred	kattenbord
kattegoaten	kattengat
kattelijfde	kattenliefde
katjewinst	kattenwinst
torenkâ	kauw
kaueln	kauwelen
kauen	kauwen
kezern	kazerne
kiek	keek
kweevink	keep
keeromme	keerom
vlint	kei
kaiboeren	keiboeren
vlindeklòpper	keienklopper
kiek	keik
keile	keil
keilew	keilef
kielputsteenen	keilputsteen
kaaigiebakken	keitjebakken
vlintjes	keitjes
kaaizer	keizer
kaaizerskroon	keizerskroon
kekeln	kekelen
kimnoa	kemenade
kenarrie	kenallie
kìnboar	kenbaar
kìntaiken	kenteken
kediet	kerdiet
keerlswaark	kerelswerk
kaarf	kerf
karfstok	kerfstok
kerkelk	kerkelijk
kerkenroad	kerkenraad
kerkewark	kerkenwerk
kerkgoanstied	kerkgaanstijd
kerkvolk	kerkgangers
hof	kerkhof
kerkelasten	kerklasten
kerklaien	kerklei
hilleg	kerkpad
hillegen	kerkpaden
kerkploats	kerkplaats
kerktied	kerktijd
kat-oel	kerkuil
kerfoogden	kerkvoogd
kerkewegen	kerkweg
kaarmen	kermen
maartslu	kermisvolk
tiereg	kerngezond
kaarsen	kersen
karsebikker	kersenbikker
kaspel	kerspel
kaarven	kerven
klebats	kerwats
kedel	ketel
ketelbuiter	ketelboeter
putsel	ketelsteen
ket	keten
kitsen	ketsen
kettenaid	kettingeg
kethond	kettinghond
kettrekken	kettingtrekken
ketjenaien	kettinkjenaaien
keugelderij	keukelderij
koken	keuken
keukenmaaid	keukenmeid
keureg	keurig
coor	keus
keuteldoemke	keutelduimpje
keuteln	keutelen
keutelg	keutelig
keudelsteuter	keutelstoter
kove	kevie
kibbeln	kibbelen
kiebeltong	kibbeltong
kieleg	kiddelg
kiepeltun	kiebelton
kukenvlaais	kiekenvlees
kimmen	kiemen
kimsel	kiemsel
kien!	kien
kainbongels	kienbungel
keinen	kienen
kienholt	kienhout
kienspil	kienspel
kainstobbe	kienstobbe
kiepekörf	kiepekorf
kiepeltun	kiepelton
kiepkerels	kiepkerel
kirremirrie	kieremier
koes	kies
kieman	kieseman
kies-kies	kieskies
koeskillen	kieskillen
koeskèllen	kiespijn
koeswark	kieswerk
kaiven	kieuwen
kieviten	kievit
kiewietsbloumen	kievitsbloem
koezentrekker	kiezentrekker
kaizer	kiezer
kieve	kijf
kiek	kijk
kiek-in-de-pot	kijk-in-de-pot
kiek-in-de-wereld	kijk-in-de-wereld
kiekdings	kijkding
kieken	kijken
kiekert	kijker
gloepgat	kijkgat
kiekhoud	kijkhoed
keilef	kijlef
kielen	kijlen
helbellen	kijven
kikkert	kikker
kikkerrit	kikkerdril
kikkerstoulen	kikkerstoel
kel	kil
kilnjacht	kiljacht
kilstern	kilsteren
kim	kimsel
kimpet	kindbed
kinderachteg	kinderachtig
kinderhoalen	kinderhalen
kinderkoare	kinderkar
kinderliek	kinderlijk
kinderspeulgoud	kinderspeelgoed
kinderspul	kinderspel
kindschöp	kindschap
kindsgebijnte	kindsgebeente
kindskinder	kindskind
kindskinder	kindskinderen
kinktjen	kinken
kinkhoust	kinkhoest
hoorntje	kinkhoorn
kemels	kinnef
kinnesinneponum	kinnesinneponem
kintje	kinnetje
piek	kip
kip-kap-keugel	kip-kap-kogel
hounderaai	kippe-ei
hounder-	kippen-
tuutaai	kippenei
piekehok	kippenhok
houndermelker	kippenhouder
kippern	kipperen
houndervel	kippevel
kipvalke	kipvalk
kiesjef	kisjef
kistbalken	kistbalk
kistaier	kistei
kistmoakerswark	kistenmakerswerk
kiddeln	kittelen
kiddelg	kittelig
kitsken	kittjen
kske	kje
kloave	klaaf
kòrtmoaleg	klaainmoalderg
kloar	klaar
kloarbliekelk	klaarblijkelijk
kloarloopen	klaarlopen
toumoaken	klaarmaken
kloarroaken	klaarraken
kloarschrieven	klaarschrijven
klaauwbraiven	klaauwbouken
klatter	kladder
klattrig	kladderig
klikschulden	kladschuld
kluig	klagen
cleger	klager
klemaai	klamaai
klankgoaten	klankgat
mep	klap
klap	klapbrug
snaphekje	klaphek
klaphingst	klaphengst
kleploopen	klaplopen
kleplooper	klaploper
klappern	klapperen
tandeklappen	klappertanden
klapribben	klaprib
kloaren	klaren
kloareghaid	klarigheid
klenet	klarinet
klassie	klasse
kloatern	klateren
kloatergòld	klatergoud
klaauwstern	klauteren
klaauw	klauw
klauen	klauwen
klaauwregt	klauwrecht
kloaver	klaver
kloaverbak	klaverbak
kloaverland	klaverland
kloavervijr	klavervier
kloaverwoagen	klaverwagen
klevieren	klavier
klaidij	kledij
klijdboas	kleedbaas
klijdholt	kleedhout
klaimsk	kleems
snieder	kleermaker
klaai	klei
klaaien	kleiaardappels
klaaiker	kleibewoner
klaien	kleien
Klaaikloet	kleikluit
klaimodder	kleimodder
klain	klein
klaaindochter	kleindochter
klaaineghaid	kleiniaheid
biit	kleinigheid
ootjezegger	kleinkind
klijnstikken	kleinstikken
kleinseerig	kleinzerig
klaaiozze	kleios
kleizen	kleis
klaistreek	kleistreek
klemme	klem
waai	klemring
klenze	klens
klenzebak	klensbak
kleppen	klep
kleppern	klepperen
klijroazie	klerage
kleroadrank	kleredrank
klaier	kleren
klerikoal	klerikaal
klark	klerk
kletsdeurnat	kletsdoornat
kwakker	kletskous
klatters	kletter
klumen	kleumen
kleutern	kleuteren
òttjesdag	kliekjesdag
kleimen	kliemen
knier	klier
klierdellen	klierdel
klain	klijn
klikschulden	klikschuld
klimoat	klimaat
aailoof	klimop
klimschoule	klimschool
klink	kling
klungelbuultje	klingelbuil
klingeln	klingelen
klinkkloar	klinkklaar
klippen	klip
klissen	klis
schietspaaide	klisteerspuit
klobke	klobbe
klouk	kloek
kloks	kloeks
kloune	kloen
klout	kloet
kluf	kloffie
klokfernuis	klokfornuis
klôk	klokhen
appelhoeske	klokhuis
klòkje	klokje
klòkkenspul	klokkenspel
Klòkluder	klokluider
klomke	klompje
klontern	klonteren
klonterg	klonterig
kleuf	kloof
kloosterstijnen	kloostersteen
klooten!	kloot
klopgeesten	klopgeest
klaphingst	klophengst
klösboan	klosbaan
klözzen	klossen
klössen	klotsen
kluiwen	kloun
klountjen	klounen
kleuwen	kloven
klucht	kluft
kluuf	kluif
kloef	kluifje
kluun	kluin
kloet	kluit
kloetjen	kluiten
kloetentrapper	kluitentrapper
kloetern	kluiteren
kloeterg	kluiterig
kloethakken	kluithakken
kloetjebakker	kluitjesbakker
kloeven	kluiven
kluzen	kluizen
klunderbeune	klunderbeun
klontern	klunderen
klongel	klungel
klunderen	klussen
klountje	kluwentje
klaainboerken	klìnsterboerken
knoap	knaap
knabbeln	knabbelen
knoagen	knagen
knikken	knakken
knaphandegies	knaphandigjes
knappert	knapper
knarre	knar
knarie	knariezoad
gnos	knars
knirselbonk	knarsbeen
knirzeg	knarsend
knastert	knaster
knaauw	knauw
knaueln	knauwelen
gnauen	knauwen
knepen	kneep
knepeg	knepig
knarren	knersen
knittern	knetteren
knitterslag	knetterslag
knuterboas	kneuterbaas
knutern	kneuteren
knuren	kneuzen
knuur	kneuzing
kneveln	knevelen
knibbels	knibbel
knibbeln	knibbelen
knijdop	kniedop
kniepertjes	kniepkoukjes
kenijeren	knier
knijdop	knieschijf
kniezoor	kniesoor
kniezebieter	kniezebijter
knibbels	knieën
kniffeltoond	kniffeltenen
knief	knijf
kniepbloar	knijpblaar
neuskebril	knijpbril
kniepen	knijpen
kniepert	knijper
kniepkadde	knijpkat
kniepsloapke	knijpslaapje
kniepstuver	knijpstuiver
knieptang	knijptang
nikkoppen	knikkebollen
nikken	knikken
knikkern	knikkeren
knipwicht	knipgewicht
knipke	knipje
knief	knipmes
knipnoagels	knipnagel
knipperke	knippertje
knipperke	knipsloapke
knistert	knister
gnistern	knisteren
knittern	knitteren
knobbeg	knobbig
knobes	knobus
knovvel	knoefel
knooi	knoei
knooien	knoeien
strampelg	knoestig
knolbotter	knollenboter
knolschil	knollenschil
knolschille	knolschil
knoaken	knook
knup	knoop
knupdouktje	knoopdoek
knoopscheer	knoopschaar
knoopkeschounen	knoopschoen
knoppen	knop
knuppen	knopen
knoppie	knopje
knopstoulen	knopstoel
brommen	knorren
grommig	knorrig
knors!	knors
roof	knot
knoffels	knuffel
knoffelband	knuffelband
aandoeken	knuffelen
knoffelg	knuffelig
knoffelkond	knuffelkont
knubbe	knup
knubbel	knuppel
knuppelbatteljon	knuppelbataillon
kneutern	knutern
knuterboksem	knutselaar
knutern	knutselen
koddegoaren	koddegaren
kou	koe
koubalk	koebalk
koubaist	koebeest
koudek	koedek
koudeur	koedeur
Koudaif	koedief
koef	koef-
kounavvel	koehaffel
kouhakkeg	koehakkig
koeheer	koeherder
hoornvij	koeien
koubloas	koeienblaas
koudijf	koeiendief
kougeld	koeiengeld
kouschiet	koeienschijt
kouschip	koeienschip
kouschot	koeienschot
koutit	koeientiet
koutong	koeientong
kougidder	koeienuier
koundert	koeierd
kouke	koek
kui	koekalf
pankoukspaan	koekenpan
pankoukspaan	koekepan
koekert	koekerd
koukhouen	koekhouwen
koekoeken	koekoek
koekoekspei	koekoeksspog
koulbloudeg	koelbloedig
koulpot	koelpot
koumis	koemest
koupeerd	koepaard
kuren	koeren
koeraaier	koerier
koesjebeien	koesjebes
koeskas	koeskoes
koubaalk	koestalzolder
beklokkern	koesteren
koetern	koeteren
koetsewoagen	koets
koetspeerd	koetspaard
keuvern	koeveren
kouvout	koevoet
kouvreters	koevreter
kovver	koffer
koffieboudel	koffieboel
koffieboonen	koffieboon
koffiebred	koffiebord
kovvieprut	koffiedik
koffiedrinkerstied	koffiedrinktijd
koffiekonkeltje	koffiekonkel
koffiekroan	koffiekraan
koffiepröt	koffieprut
koffietied	koffietijd
kovvietrom	koffietrommeltje
koegel	kogel
koegeln	kogelen
koegelkauer	kogelkauwer
koegelrond	kogelrond
koegeltjeblau	kogeltjesblauw
kekijchie	kokinje
kokkert	kokkerd
Koksioanen	koksiaan
kolders	kolder
koldern	kolderen
kolterg	kolderig
vulemmer	kolenkit
kolfgoaren	kolfgaren
keliek	koliek
koelderai	kollerij
koelderkukentje	kollerkuiken
kelomkaggel	kolomkachel
kernèl	kolonel
oostganger	koloniaal
klonies	kolonie
kolesoal	kolossaal
kolsachteg	kolsachtig
koldzwien	kolsem
kolzen	kolsen
kolverd	kolver
komof	komaf
kebof	kombof
kemediant	komediant
kemelie	komedie
kefoor	komfoor
kemiek	komiek
kemien	komijn
komkommertied	komkommertijd
kommoa	komma
kommedant	kommandant
spoulkom	kommetje
kemies	kommies
kuch	kommiesbrood
komsà	komsa
komsprongen	komsprong
kundegsedel	kondigceel
kundegen	kondigen
knien	konijn
kenientjesdoagen	konijntjesdag
keuning	koning
keunînktjen	koningen
keunegin	koningin
keunensdochter	koningsdochter
keunenszeun	koningszoon
kejak	konjak
konkelfoezereij	konkelfoezerij
konkelproadien	konkelpraatje
kond	kont
kontjen	konten
konterfaait	konterfeit
konterbuutsie	kontributie
kondroffel	kontroffel
konterleur	kontroleur
kondsbietje	kontsbeetje
kau	kooi
kooldörsken	kooldorsen
kooldörskers	kooldorsers
koolhauer	koolhouwer
koolmeis	koolmees
ronkel	koolraap
râpknollen	koolrapen
koolverkooper	koolverkoper
koolzoad	koolzaad
koopmantjen	koopmannen
koopenschop	koopmanschap
koopscheuvels	koopscheuvel
koopschoedje	koopschoot
koopvoardij	koopvaardij
kouer	koor
koor	koord
koorsblad	koordsblad
koorsloagerai	koordslagerij
koorzeg	koortsig
kouster	koosjer
kousterslachter	koosjerslachter
koppenschuddel	kop-en-schotel
koft	kopen
sìntekroam	kopergeld
koploagen	koplaag
koppelknoopen	koppelknoop
kopken	koppen
harstalleg	koppig
zinneghaid	koppigheid
kopzeere	kopzeer
koorn	koren
koornbieters	korenbijters
rògbloumen	korenbloemen
zoadbult	korenhoop
koornbult	korenmijt
korenschipperske	korenschipperse
korenwoagen	korenwagen
körf	korf
körfkerel	korfkerel
korffstal	korfstal
körfvol	korfvol
klienkralen	kornalijnkraal
kernuut	kornuit
kernuten	kornuiten
kapperoal	korporaal
körrel	korrel
koddeln	korrelen
korleg	korrelig
kor	korrie
kesjet	korset
kört	kort
poestereg	kortademig
kòrtof	kortaf
körtbijndik	kortbeendik
körtens	kortelings
körtmoud	kortgemouwd
kortstamd	kortgestamd
körtjakje	kortjakje
kôrs	korts
kôrsdoags	kortsdaags
kortstroo	kortstro
körtvour	kortvoer
körven	korven
kôrvendroager	korvendrager
köst	kost
duroabel	kostbaar
kòstboas	kostbaas
köstbei	kostbij
kossel	kostel
köst	kosten
köster	koster
kösteroal	kosteraal
köstern	kosteren
kösterei	kosterij
kösterspiep	kosterspijp
köstgangers	kostganger
kòstwinder	kostwinner
köstwinnen	kostwinning
kootn	koter
kolde	kou
kòld	koud
koldbloud	koudbloed
kolle	koude
kolderg	kouderig
kolteg	koudig
koldslachter	koudslachter
koukoansels	koukansel
hozevoeten	kousen
hozevörrels	kousevoeten
hieperg	kouwelijk
kezien	kozijn
kroag	kraag
kroagbonk	kraagbonk
roek	kraai
kraien	kraaien
kraibessen	kraaienbes
kraimars	kraaienmars
kraaiezummer	kraaienzomer
knarp	kraakbeen
knirzelg	kraakbeenachtig
kraakegge	kraakeg
kroakzindelk	kraakzindelijk
krallen	kraal
kralholt	kraalhout
kralpioun	kraalpioen
kroam	kraam
kroamwoaren	kraamwaren
kroamwief	kraamwijf
kroan	kraan
kroanoog	kraanoog
krabkatte	krabbekat
maggel	krabbel
krabeln	krabbelen
krabelg	krabbelig
kraabm	krabben
krabbers	krabber
krabersverlof	krabbersverlof
krabstroek	krabstruik
krachtdoadeg	krachtdadig
krachteg	krachtig
krachtvouer	krachtvoer
krik	krak
kroakel	krakel
kroaken	kraken
krallend	kralend
kramdroad	kramdraad
kremer	kramer
kroamerei	kramerij
kram	kramp
kramhakt	krampgehakt
kroaneg	kranig
kraans	krans
krantehanger	krantenhanger
krapmondjesmoat	krapmondjesmaat
krazzen	krassen
kraite	krat
krauel	krauwel
kraauweln	krauwelen
krebenteg	krebentig
kerdiet	krediet
kerdiethoud	krediethoed
kregelkopt	kregelgekopt
kremetartrie	kremetart
krint	krent
krìntstoet	krentenbrood
krintendelkouk	krentendelkoek
krinterg	krenterig
kroes	kreukelig
hankemank	kreupel
hinkelpoot	kreupele
kreupeln	kreupelen
krubbe	kribbe
kriwʼl	kribbel
kriwwelderei	kribbelarij
kribbelkrabbeln	kribbelkrabbelen
krubstoul	kribbestoel
krieweln	kriebelen
kriewelg	kriebelig
kriewel	kriel
kriwwel	krielaardappel
kroepelhoanje	krielhaan
krik	krielkip
haalssloekers	krieltjes
krinzeltje	kriezeltje
krieg	krijg
kriegen	krijgen
kriegerantjen	krijgertje
kriegsartikels	krijgsartikels
kriegshafteg	krijgshaftig
kriegslist	krijgslist
kriegsroad	krijgsraad
kriegstucht	krijgstucht
kriet	krijt
krietoakster	krijtekster
krieten	krijten
krieter	krijter
krikkie	krik
krikeendje	krikeend
krimmeln	krimmelen
krieouleg	krioelig
krôdde	krodde
krooden	kroden
kroodersgang	krodersgang
kroug	kroeg
krous	kroes
krouspul	kroespul
krookjes	krokus
krombekken	krombek
taks	krombenig
kromstoald	kromgesteeld
kromstoalen	kromgesteelde
kromvingerd	kromgevingerd
kromradloopen	kromradlopen
kromstert	kromstaart
kromhòlt	kromstòk
slingerpad	kronkelpad
kroondelen	kroondeel
Kroonrogge	kroonrogge
krountje	kroontje
kreus	kroos
kropsload	kropsla
krössen	krossen
kröt	krot
kruden	kruid
kruidelen	kruideel
wâr	kruidenierswaren
smeerwinkel	kruidenierswinkel
kruderei	kruiderij
kruudhof	kruidhof
kruudmous	kruidmoes
noageleulie	kruidnagelolie
kroden	kruien
kroder	kruier
kroderplaanke	kruiersplank
haspel	kruihaspel
kroek	kruik
kroekhoos	kruikhoos
krummelg	kruimelig
krummeltje	kruimeltje
kropad	kruipad
kroepen	kruipen
kroepers	kruiper
kruus	kruis
krueskanarie	kruisbek
kreus	kruisbes
kruesdorens	kruisbessen
kruisdelen	kruisdeel
kruudoorn	kruisdoorn
krudoornbos	kruisdoornbos
krudoornsop	kruisdoornsop
kruzen	kruisen
kruusjazzen	kruisjassen
kruusliene	kruislijn
kruusmatten	kruismat
kruusscheveling	kruisscheveling
kruusvoarders	kruisvaarders
kruusweegs	kruisweegs
kruusweg	kruisweg
kore	kruiwagen
kruzemunt	kruizemunt
krukken	kruk
krukkeln	krukkelen
krol	krul
krolhoar	krulhaar
doeskop	krullebol
krollen	krullen
krollerg	krullerig
krolspoan	krulspaan
kruusweegs	kruuslings
kubbe	kub
kochelboonen	kuchelboon
kocheln	kuchelen
koedeltje	kudeltje
koiern	kuieren
koef	kuif
padloper	kuifleeuwerik
piek	kuiken
krikje	kuikentje
koele	kuil
koelbruiers	kuilbroer
koeljes	kuiltje
knikkerstoiten	kuiltjeknikkeren
koep	kuip
koepen	kuipen
koephoes	kuiphuis
kuut	kuit
kukeleku!	kukeleku
kullen	kul
kulkouk	kulloazie
kulpie	kulpje
kundeg	kundig
kennen	kunnen
kunsten	kunst
kunstenoar	kunstenaar
keukelderij	kunstenmakerij
bòtterhunneg	kunsthonig
verdaipens	kuren
kurendriever	kurendrijver
smock	kus
doetje	kusje
kussenmatten	kussenmat
kutkammerei	kutkammerij
kutjen	kutten
kuren	kuur
kwoad	kwaad
kwoadoareg	kwaadaardig
homoet	kwaadaardigheid
labaaien	kwaadspreken
kwoadwilleg	kwaadwillig
kwoadzeer	kwaadzeer
kwoadzijnder	kwaadziener
kwoaie	kwaaie
kwoadegheid	kwaaiigheid
kwoal	kwaal
kwoadens	kwadens
kwedroat	kwadraat
bongel	kwajongen
blaauwkoppen	kwajongens
rikkikken	kwaken
kwakjen	kwakken
kwakseln	kwakselen
kwak	kwakzalver
kwakzalvern	kwakzalveren
kwaal	kwal
kwoalek	kwalijk
kwaalm	kwalm
kwaalster	kwalster
kwaalsteries	kwalsterijs
kwalters	kwalter
kwanskwies	kwansuis
kwabs	kwap
kwaart	kwart
vörreljoar	kwartaal
peerdsneers	kwartelkoning
ketaaier	kwartier
polietsiemuts	kwartiermuts
kwattje	kwartje
kaibeln	kwebbelen
kweekschoul	kweekschool
kweers	kweer
Kwelderkwestie	kwelderkwestie
kwels	kwelleg
kwelleg	kwellig
tamtoatsie	kwelling
kwengeln	kwengelen
kwetelder	kwetelaar
kwetsen	kwets
kwitsebaaien	kwetsbes
beseeren	kwetsen
kwitsekralen	kwetskraal
kwettern	kwetteren
kwiebîs	kwibus
kwidjen	kwidden
flieberen	kwijlen
kwielpot	kwijlpot
kwienen	kwijnen
kwienerg	kwijnerig
kwiet	kwijt
kwinte	kwint
kwispeln	kwispelen
wimmelstaartjen	kwispelstaarten
kwispeltureg	kwispelturig
kòp-en-kont	kòp-en-gat
kòppie	kòpke
körvendroager	körfloper
n	l
stevel	laars
stevelknecht	laarzentrekker
loat	laat
leste	laatst
lestdoags	laatstdaags
leste	laatste
lesties	laatstjes
oabeldoedas	labberdoedas
labberlöttig	labberlottig
kebenteg	labendig
labberaaiern	laboreren
làberint	labyrint
lagen	lachen
ladden	ladde
ledder	ladder
ledderboomsplanken	ladderboomsplank
leddergat	laddergat
laude	lade
loaden	laden
loaden	lading
lafferd	lafaard
lafferei	lafferij
lafhaarteg	lafhartig
legerwal	lagerwal
loaken	laken
loakenwinkel	lakenwinkel
lekkeris	lakris
laauwloeneg	laks
lakschauen	lakschouwen
làlà	lala
lammerzaaiern	lambrisering
lammerzaaiern	lambrizering
lammenoadeg	lamlendig
lapzak	lammeling
lamlöttig	lammelottig
lammenoadeg	lammenadig
lammerkriegen	lammeren
lammerschotten	lammerschot
lammert	lammetje
kousken	lampepit
lampetkaan	lampetkan
pit	lampkatoen
laand	land
boerenaarbaider	landarbeider
landbaauw	landbouw
baauwboer	landbouwer
landbouwersche	landbouwerse
